Site,ProductName,NormalizedName,Image,Old Price,New Price,URL,MinPlayers,MaxPlayers,PlayingTime,MinPlayTime,MaxPlayTime,Age,image_url,boardgame_url,Promotion
Kijoo,Festo !,festo,https://www.kijoo.fr/img/p/3/6/4/6/3646-home_default.jpg,32.50,26.00,https://www.kijoo.fr/index.php?id_product=904&controller=product,2,5,60,30,60,8,,,Oui
Kijoo,Fou fou fou !,fou-fou-fou,https://www.kijoo.fr/img/p/4/7/9/4/4794-home_default.jpg,12.00,10.20,https://www.kijoo.fr/index.php?id_product=1202&controller=product,3,8,15,15,15,8,,,Oui
Kijoo,Fourberies,fourberies,https://www.kijoo.fr/img/p/2/1/7/4/2174-home_default.jpg,37.00,25.90,https://www.kijoo.fr/index.php?id_product=651&controller=product,2,5,40,40,40,10,,,Oui
Kijoo,Fruit Salad,fruit-salad,https://www.kijoo.fr/img/p/2/6/0/1/2601-home_default.jpg,14.50,12.33,https://www.kijoo.fr/index.php?id_product=716&controller=product,1,6,15,15,15,4,,,Oui
Kijoo,Golden Horn,golden-horn,https://www.kijoo.fr/img/p/1/5/9/1/1591-home_default.jpg,32.50,22.75,https://www.kijoo.fr/index.php?id_product=539&controller=product,2,4,45,45,45,8,,,Oui
Kijoo,Huns,huns,https://www.kijoo.fr/img/p/3/3/4/8/3348-home_default.jpg,31.50,25.20,https://www.kijoo.fr/index.php?id_product=837&controller=product,2,4,45,30,45,14,,,Oui
Kijoo,Jaipur,jaipur,https://www.kijoo.fr/img/p/3/0/5/305-home_default.jpg,18.00,16.20,https://www.kijoo.fr/index.php?id_product=140&controller=product,2,2,30,30,30,10,,,Oui
Kijoo,Korrigans,korrigans,https://www.kijoo.fr/img/p/1/6/2/7/1627-home_default.jpg,33.00,26.40,https://www.kijoo.fr/index.php?id_product=554&controller=product,2,5,45,45,45,8,,,Oui
Kijoo,L'Assemblée de Vilain : Un jeu Loups-Garous,l-assemblee-de-vilain-un-jeu-loups-garous,https://www.kijoo.fr/img/p/4/6/2/8/4628-home_default.jpg,12.00,7.20,https://www.kijoo.fr/index.php?id_product=1152&controller=product,6,12,30,30,30,10,,,Oui
Kijoo,La cour des miracles,la-cour-des-miracles,https://www.kijoo.fr/img/p/3/7/7/1/3771-home_default.jpg,33.00,26.40,https://www.kijoo.fr/index.php?id_product=937&controller=product,2,5,40,40,40,10,,,Oui
Kijoo,Les Colocs,les-colocs,https://www.kijoo.fr/img/p/5/2/52-home_default.jpg,19.00,9.50,https://www.kijoo.fr/index.php?id_product=19&controller=product,2,5,60,60,60,13,,,Oui
Kijoo,Machi,machi,https://www.kijoo.fr/img/p/1/8/7/187-home_default.jpg,30.00,18.00,https://www.kijoo.fr/index.php?id_product=89&controller=product,3,5,90,90,90,10,,,Oui
Kijoo,Munchkin,munchkin,https://www.kijoo.fr/img/p/3/9/2/392-home_default.jpg,19.00,15.20,https://www.kijoo.fr/index.php?id_product=173&controller=product,3,6,120,60,120,10,,,Oui
Kijoo,Oh Capitaine !,oh-capitaine,https://www.kijoo.fr/img/p/2/9/1/5/2915-home_default.jpg,23.00,18.40,https://www.kijoo.fr/index.php?id_product=766&controller=product,3,6,30,15,30,8,,,Oui
Kijoo,Panik,panik,https://www.kijoo.fr/img/p/1/1/0/6/1106-home_default.jpg,12.50,8.75,https://www.kijoo.fr/index.php?id_product=417&controller=product,2,4,30,30,30,8,,,Oui
Kijoo,Piratoons,piratoons,https://www.kijoo.fr/img/p/1/6/1/9/1619-home_default.jpg,33.00,24.75,https://www.kijoo.fr/index.php?id_product=551&controller=product,2,4,30,30,30,8,,,Oui
Kijoo,Prout le monstre,prout-le-monstre,https://www.kijoo.fr/img/p/1/4/0/140-home_default.jpg,16.00,8.00,https://www.kijoo.fr/index.php?id_product=66&controller=product,,,,,,,,,Oui
Kijoo,Queen's Architect,queen-s-architect,https://www.kijoo.fr/img/p/1/7/8/2/1782-home_default.jpg,39.00,33.15,https://www.kijoo.fr/index.php?id_product=577&controller=product,2,4,60,60,60,10,,,Oui
Kijoo,Raptor,raptor,https://www.kijoo.fr/img/p/2/1/4/3/2143-home_default.jpg,26.00,22.10,https://www.kijoo.fr/index.php?id_product=647&controller=product,3,4,30,30,30,8,,,Oui
Kijoo,Six pieds sous terre,six-pieds-sous-terre,https://www.kijoo.fr/img/p/6/7/1/671-home_default.jpg,19.80,11.88,https://www.kijoo.fr/index.php?id_product=262&controller=product,3,5,45,45,45,12,,,Oui
Kijoo,Skaal,skaal,https://www.kijoo.fr/img/p/1/8/2/182-home_default.jpg,30.00,18.00,https://www.kijoo.fr/index.php?id_product=86&controller=product,3,6,60,60,60,10,,,Oui
Kijoo,Solenia,solenia,https://www.kijoo.fr/img/p/3/6/3/0/3630-home_default.jpg,34.90,29.67,https://www.kijoo.fr/index.php?id_product=901&controller=product,1,4,45,30,45,10,,,Oui
Kijoo,Targets,targets,https://www.kijoo.fr/img/p/1/6/2/2/1622-home_default.jpg,14.50,10.15,https://www.kijoo.fr/index.php?id_product=552&controller=product,2,8,35,35,35,8,,,Oui
Kijoo,Trek 12,trek-12,https://www.kijoo.fr/img/p/4/2/5/7/4257-home_default.jpg,25.00,20.00,https://www.kijoo.fr/index.php?id_product=1063&controller=product,1,50,30,15,30,8,,,Oui
Kijoo,Ugo !,ugo,https://www.kijoo.fr/img/p/2/2/9/6/2296-home_default.jpg,18.00,11.70,https://www.kijoo.fr/index.php?id_product=530&controller=product,2,4,40,40,40,10,,,Oui
Kijoo,Venezia 2099,venezia-2099,https://www.kijoo.fr/img/p/2/4/7/2/2472-home_default.jpg,35.00,17.50,https://www.kijoo.fr/index.php?id_product=527&controller=product,2,5,60,60,60,8,,,Oui
Kijoo,Witty Chronos,witty-chronos,https://www.kijoo.fr/img/p/7/4/0/740-home_default.jpg,33.00,16.50,https://www.kijoo.fr/index.php?id_product=285&controller=product,3,5,30,30,30,8,,,Oui
Le Décompte,Pampero,pampero,https://ledecompte.fr/wp-content/uploads/2024/11/big_2687-1.jpg,105.00,70.00,https://ledecompte.fr/pampero/,1,4,150,60,150,14,,,Oui
Le Décompte,La Guerre de l’Anneau,la-guerre-de-lanneau,https://ledecompte.fr/wp-content/uploads/2024/11/big_2979-1-1.jpg,90.00,60.00,https://ledecompte.fr/la-guerre-de-lanneau/,2,4,180,150,180,13,,,Oui
Le Décompte,Oath : Chronicles of Empire & Exile,oath-chronicles-of-empire-exile,https://ledecompte.fr/wp-content/uploads/2024/11/big_2977-1-1.jpg,90.00,45.00,https://ledecompte.fr/oath-chronicles-of-empire-exile/,1,6,150,45,150,10,,,Oui
Le Décompte,Septima,septima,https://ledecompte.fr/wp-content/uploads/2024/11/big_1506-1.jpg,60.00,45.00,https://ledecompte.fr/septima/,1,4,100,50,100,12,,,Oui
Le Décompte,Vagrantsong,vagrantsong,https://ledecompte.fr/wp-content/uploads/2025/01/big_1688-1.jpg,70.00,42.00,https://ledecompte.fr/vagrantsong/,2,4,120,45,120,14,,,Oui
Le Décompte,"Dice Throne Marvel – Black Panther, Captain Marvel, Black Widow, Dr S",dice-throne-marvel-black-panther-captain-marvel-black-widow-dr-s,https://ledecompte.fr/wp-content/uploads/2024/11/big_2455-1.jpg,56.00,40.00,https://ledecompte.fr/dice-throne-marvel-black-panther-captain-marvel-black-widow-dr-s/,2,4,40,20,40,8,,,Oui
Le Décompte,"Dice Throne Marvel – Thor, Loki, Spiderman, Scarlet Witch",dice-throne-marvel-thor-loki-spiderman-scarlet-witch,https://ledecompte.fr/wp-content/uploads/2024/11/big_2344-1.jpg,56.00,40.00,https://ledecompte.fr/dice-throne-marvel-thor-loki-spiderman-scarlet-witch/,2,4,40,20,40,0,,,Oui
Le Décompte,Kraftwagen,kraftwagen,https://ledecompte.fr/wp-content/uploads/2024/11/big_2989-1.jpg,53.00,37.10,https://ledecompte.fr/kraftwagen/,2,4,75,75,75,10,,,Oui
Le Décompte,Spark Riders 3000 – Edition Rider,spark-riders-3000-edition-rider,https://ledecompte.fr/wp-content/uploads/2025/01/big_2206-1.jpg,45.00,31.50,https://ledecompte.fr/spark-riders-3000-edition-rider/,1,4,90,60,90,10,,,Oui
Le Décompte,Trekking Through History,trekking-through-history,https://ledecompte.fr/wp-content/uploads/2024/11/big_2483-1.jpg,40.00,28.00,https://ledecompte.fr/trekking-through-history/,2,4,60,30,60,10,,,Oui
Le Décompte,Ahoy,ahoy,https://ledecompte.fr/wp-content/uploads/2024/11/big_2231-1.jpg,45.00,27.00,https://ledecompte.fr/ahoy/,2,4,75,45,75,14,,,Oui
Le Décompte,Art Society,art-society,https://ledecompte.fr/wp-content/uploads/2024/11/big_2774-1.jpg,38.00,26.60,https://ledecompte.fr/art-society/,2,4,60,30,60,10,,,Oui
Le Décompte,Inori,inori,https://ledecompte.fr/wp-content/uploads/2024/11/big_2871-1.jpg,34.00,23.80,https://ledecompte.fr/inori/,2,4,30,30,30,10,,,Oui
Le Décompte,Ancient Knowledge,ancient-knowledge,https://ledecompte.fr/wp-content/uploads/2025/01/big_1473-1.jpg,38.00,22.80,https://ledecompte.fr/ancient-knowledge/,2,4,75,75,75,12,,,Oui
Le Décompte,Ascension Edition Anniversaire,ascension-edition-anniversaire,https://ledecompte.fr/wp-content/uploads/2024/11/big_2645-1.jpg,30.00,22.00,https://ledecompte.fr/ascension-edition-anniversaire/,1,4,30,30,30,13,,,Oui
Le Décompte,Fireworks,fireworks,https://ledecompte.fr/wp-content/uploads/2024/12/big_2873-1.jpg,27.00,18.90,https://ledecompte.fr/fireworks/,2,4,20,20,20,6,,,Oui
Le Décompte,Happy Garden,happy-garden,https://ledecompte.fr/wp-content/uploads/2024/11/big_3137-1.jpg,23.00,16.10,https://ledecompte.fr/happy-garden/,2,5,45,30,45,8,,,Oui
Le Décompte,Septima – Extension Métamorphoses et Présages,septima-extension-metamorphoses-et-presages,https://ledecompte.fr/wp-content/uploads/2024/11/big_1507-1.jpg,20.00,15.00,https://ledecompte.fr/septima-extension-metamorphoses-et-presages/,1,4,120,50,120,12,,,Oui
Le Décompte,Mind Me,mind-me,https://ledecompte.fr/wp-content/uploads/2024/11/big_2480-1.jpg,20.00,14.00,https://ledecompte.fr/mind-me/,3,7,30,20,30,10,,,Oui
Le Passe Temps,Almanac : Les Sommets Crystallins,almanac-les-sommets-crystallins,https://www.le-passe-temps.com/33121-small_default/almanac-les-pics-de-crystal.jpg,55.00,16.50,https://www.le-passe-temps.com/tous-nos-jeux/22884-almanac-les-pics-de-crystal.html,2,4,90,60,90,12,,,Oui
Le Passe Temps,Minivilles Deluxe,minivilles-deluxe,https://www.le-passe-temps.com/23852-small_default/minivilles-deluxe.jpg,30.60,15.30,https://www.le-passe-temps.com/developpement-construction/18933-minivilles-deluxe.html,,,,,,,,,Oui
Le Passe Temps,Air Mail,air-mail,https://www.le-passe-temps.com/33859-small_default/air-mail.jpg,50.00,20.00,https://www.le-passe-temps.com/developpement-construction/23052-air-mail.html,2,5,75,30,75,10,,,Oui
Le Passe Temps,Gutenberg,gutenberg,https://www.le-passe-temps.com/25513-small_default/letter-press.jpg,13.40,6.03,https://www.le-passe-temps.com/lettres-mots/18897-letter-press.html,1,4,120,60,120,10,,,Oui
Le Passe Temps,Trek 12 Amazonie,trek-12-amazonie,https://www.le-passe-temps.com/28280-small_default/trek-12-amazonie.jpg,27.50,11.00,https://www.le-passe-temps.com/tous-nos-jeux/20358-trek-12-amazonie.html,1,50,15,15,15,8,,,Oui
Le Passe Temps,Railroad Ink Challenge - Jaune,railroad-ink-challenge-jaune,https://www.le-passe-temps.com/29465-small_default/railroad-ink-challenge-jaune.jpg,20.00,10.00,https://www.le-passe-temps.com/les-jeux-a-cocher/20966-railroad-ink-challenge-jaune.html,1,4,30,15,30,8,,,Oui
Le Passe Temps,La Vallée des Marchands : L'Ère des Maîtres du Commerce,la-vallee-des-marchands-l-ere-des-maitres-du-commerce,https://www.le-passe-temps.com/22101-small_default/la-vallee-des-marchands-l-ere-des-maitres-du-commerce.jpg,25.50,19.13,https://www.le-passe-temps.com/developpement-construction/17737-la-vallee-des-marchands-l-ere-des-maitres-du-commerce.html,2,4,30,30,30,10,,,Oui
Le Passe Temps,Château badabouh,chateau-badabouh,https://www.le-passe-temps.com/26828-small_default/chateau-badabouh.jpg,40.80,28.56,https://www.le-passe-temps.com/tous-nos-jeux/19877-chateau-badabouh.html,2,4,15,15,15,5,,,Oui
Le Passe Temps,Hunt the Ravager - Temple of Secrets,hunt-the-ravager-temple-of-secrets,https://www.le-passe-temps.com/34814-small_default/hunt-the-ravager-temple-of-secrets.jpg,10.00,4.00,https://www.le-passe-temps.com/tous-nos-jeux/23713-hunt-the-ravager-temple-of-secrets.html,0,0,0,0,0,0,,,Oui
Le Passe Temps,Almadi,almadi,https://www.le-passe-temps.com/28652-small_default/almadi.jpg,27.60,13.80,https://www.le-passe-temps.com/tous-nos-jeux/20295-almadi.html,2,5,45,30,45,10,,,Oui
Le Passe Temps,La Mort aux Trousses,la-mort-aux-trousses,https://www.le-passe-temps.com/33398-small_default/la-mort-aux-trousses.jpg,35.00,17.50,https://www.le-passe-temps.com/developpement-construction/23208-la-mort-aux-trousses.html,1,1,45,30,45,10,,,Oui
Le Passe Temps,Gare à tes Fesses,gare-a-tes-fesses,https://www.le-passe-temps.com/33653-small_default/gare-a-tes-fesses.jpg,30.00,12.00,https://www.le-passe-temps.com/nos-bonnes-affaires/23325-gare-a-tes-fesses.html,2,4,15,15,15,5,,,Oui
Le Passe Temps,Andor Junior,andor-junior,https://www.le-passe-temps.com/26168-small_default/andor-junior.jpg,35.00,21.00,https://www.le-passe-temps.com/cooperation-logique-reflexion/19499-andor-junior.html,2,4,45,30,45,7,,,Oui
Le Passe Temps,East India Companies,east-india-companies,https://www.le-passe-temps.com/35048-small_default/east-india-companies.jpg,50.00,25.00,https://www.le-passe-temps.com/developpement-construction/23840-east-india-companies.html,2,4,90,60,90,12,,,Oui
Le Passe Temps,Puzzle : 1000 pièces - Tikal,puzzle-1000-pieces-tikal,https://www.le-passe-temps.com/34495-small_default/puzzle-1000-pieces-tikal.jpg,22.00,11.00,https://www.le-passe-temps.com/jeux-de-societe/23470-puzzle-1000-pieces-tikal.html,,,,,,,,,Oui
Le Passe Temps,Maharaja,maharaja,https://www.le-passe-temps.com/39626-small_default/maharaja.jpg,55.00,27.50,https://www.le-passe-temps.com/tous-nos-jeux/25831-maharaja.html,3,5,240,240,240,8,,,Oui
Le Passe Temps,Florence,florence,https://www.le-passe-temps.com/27127-small_default/florence.jpg,55.00,22.00,https://www.le-passe-temps.com/nos-bonnes-affaires/19989-florence.html,1,5,80,40,80,14,,,Oui
Le Passe Temps,Death Note : Le Jeu d'Enquête,death-note-le-jeu-d-enquete,https://www.le-passe-temps.com/31897-small_default/death-note-le-jeu-d-enquete.jpg,28.00,14.00,https://www.le-passe-temps.com/tous-nos-jeux/22439-death-note-le-jeu-d-enquete.html,4,8,60,20,60,14,,,Oui
Le Passe Temps,Espresso Doppio,espresso-doppio,https://www.le-passe-temps.com/28751-small_default/espresso-doppio.jpg,26.50,7.95,https://www.le-passe-temps.com/nos-bonnes-affaires/20528-espresso-doppio.html,1,2,30,30,30,8,,,Oui
Le Passe Temps,Mystery House,mystery-house,https://www.le-passe-temps.com/21608-small_default/mystery-house.jpg,32.70,16.35,https://www.le-passe-temps.com/tous-nos-jeux/17670-mystery-house.html,,,,,,,,,Oui
Le Passe Temps,Puzzle : 1000 pièces - Mafiozoo,puzzle-1000-pieces-mafiozoo,https://www.le-passe-temps.com/34500-small_default/puzzle-1000-pieces-mafiozoo.jpg,22.00,11.00,https://www.le-passe-temps.com/tous-nos-jeux/23473-puzzle-1000-pieces-mafiozoo.html,,,,,,,,,Oui
Le Passe Temps,Puzzle : 1000 pièces - Chronicles of Crime 2400,puzzle-1000-pieces-chronicles-of-crime-2400,https://www.le-passe-temps.com/34499-small_default/puzzle-1000-pieces-chronicles-of-crime-2400.jpg,22.00,11.00,https://www.le-passe-temps.com/tous-nos-jeux/23474-puzzle-1000-pieces-chronicles-of-crime-2400.html,,,,,,,,,Oui
Le Passe Temps,Mariposas,mariposas,https://www.le-passe-temps.com/38759-small_default/mariposas.jpg,40.00,20.00,https://www.le-passe-temps.com/tous-nos-jeux/25302-mariposas.html,2,5,75,45,75,14,,,Oui
Le Passe Temps,Fortuna,fortuna,https://www.le-passe-temps.com/39623-small_default/fortuna.jpg,40.00,20.00,https://www.le-passe-temps.com/tous-nos-jeux/25800-fortuna.html,2,4,40,40,40,0,,,Oui
Le Passe Temps,Kepler 3042,kepler-3042,https://www.le-passe-temps.com/43439-small_default/kepler-3042.jpg,55.00,27.50,https://www.le-passe-temps.com/tous-nos-jeux/27596-kepler-3042.html,1,4,120,60,120,14,,,Oui
Le Passe Temps,Stella,stella,https://www.le-passe-temps.com/28407-small_default/stella.jpg,35.80,26.00,https://www.le-passe-temps.com/tout-l-univers-dixit/20374-stella.html,2,4,30,5,30,8,,,Oui
Le Passe Temps,Mosaic : Chroniques d'une Civilisation,mosaic-chroniques-d-une-civilisation,https://www.le-passe-temps.com/35974-small_default/mosaic.jpg,75.00,30.00,https://www.le-passe-temps.com/tous-nos-jeux/24184-mosaic.html,2,6,120,120,120,12,,,Oui
Le Passe Temps,Puzzle : 1000 pièces : Mississippi Queen,puzzle-1000-pieces-mississippi-queen,https://www.le-passe-temps.com/34497-small_default/puzzle-1000-pieces-mississippi-queen.jpg,22.00,11.00,https://www.le-passe-temps.com/tous-nos-jeux/23472-puzzle-1000-pieces-mississippi-queen.html,,,,,,,,,Oui
Le Passe Temps,Contre-Temps,contre-temps,https://www.le-passe-temps.com/43434-small_default/contre-temps.jpg,16.50,11.55,https://www.le-passe-temps.com/tous-nos-jeux/27594-contre-temps.html,3,6,30,30,30,10,,,Oui
Le Passe Temps,Phantom Ink,phantom-ink,https://www.le-passe-temps.com/35599-small_default/phantom-ink.jpg,22.50,11.25,https://www.le-passe-temps.com/lettres-mots/24037-phantom-ink.html,4,8,15,10,15,13,,,Oui
Le Passe Temps,Detective Club : Noir,detective-club-noir,https://www.le-passe-temps.com/25978-small_default/detective-club-noir.jpg,20.40,8.16,https://www.le-passe-temps.com/tous-nos-jeux/19439-detective-club-noir.html,4,8,60,45,60,8,,,Oui
Ludifolie,Lorcana S1 - Boîte de 24 Boosters Premier Chapitre,lorcana-s1-boite-de-24-boosters-premier-chapitre,https://www.ludifolie.com/36066-home_default/lorcana-boite-de-24-boosters-premier-chapitre.jpg,115.75,95.75,https://www.ludifolie.com/16208-lorcana-boite-de-24-boosters-premier-chapitre.html,,,,,,,,,Oui
Ludifolie,Zhanguo : The First Empire,zhanguo-the-first-empire,https://www.ludifolie.com/41221-home_default/zhanguo-the-first-empire.jpg,49.92,24.96,https://www.ludifolie.com/17652-zhanguo-the-first-empire.html,1,4,120,60,120,14,,,Oui
Ludifolie,Coal Baron,coal-baron,https://www.ludifolie.com/52499-home_default/coal-baron.jpg,41.58,24.95,https://www.ludifolie.com/1510-coal-baron.html,2,4,75,60,75,10,,,Oui
Ludifolie,Zapotec,zapotec,https://www.ludifolie.com/24120-home_default/zapotec.jpg,33.25,16.63,https://www.ludifolie.com/12538-zapotec.html,1,4,75,60,75,12,,,Oui
Ludifolie,Libertalia : Les Vents de Galecrest,libertalia-les-vents-de-galecrest,https://www.ludifolie.com/26080-home_default/libertalia.jpg,41.58,20.79,https://www.ludifolie.com/1017-libertalia.html,1,6,60,45,60,14,,,Oui
Ludifolie,Tiny Epic Pirates,tiny-epic-pirates,https://www.ludifolie.com/22033-home_default/tiny-epic-pirates.jpg,22.42,13.45,https://www.ludifolie.com/11871-tiny-epic-pirates.html,1,4,60,30,60,14,,,Oui
Ludifolie,Last Aurora,last-aurora,https://www.ludifolie.com/26425-home_default/last-aurora.jpg,37.42,24.32,https://www.ludifolie.com/13305-last-aurora.html,1,4,90,60,90,14,,,Oui
Ludifolie,HeroQuest - Le Mage du Miroir,heroquest-le-mage-du-miroir,https://www.ludifolie.com/33341-home_default/heroquest-le-mage-du-miroir.jpg,44.92,22.46,https://www.ludifolie.com/15403-heroquest-le-mage-du-miroir.html,1,5,120,30,120,14,,,Oui
Ludifolie,Talisman - Récits Légendaires,talisman-recits-legendaires,https://www.ludifolie.com/10771-home_default/talisman-recits-legendaires.jpg,33.25,16.63,https://www.ludifolie.com/401-talisman-recits-legendaires.html,1,6,40,20,40,14,,,Oui
Ludifolie,Side Quest : Frostpunk,side-quest-frostpunk,https://www.ludifolie.com/49589-home_default/side-quest-frostpunk.jpg,13.25,7.95,https://www.ludifolie.com/20151-side-quest-frostpunk.html,1,4,90,60,90,14,,,Oui
Ludifolie,From the Moon,from-the-moon,https://www.ludifolie.com/42493-home_default/from-the-moon.jpg,59.92,38.95,https://www.ludifolie.com/18027-from-the-moon.html,1,4,90,90,90,14,,,Oui
Ludifolie,Side Quest : Nemesis,side-quest-nemesis,https://www.ludifolie.com/39947-home_default/side-quest-nemesis.jpg,12.42,7.45,https://www.ludifolie.com/17310-side-quest-nemesis.html,1,4,120,90,120,14,,,Oui
Ludifolie,Neotopia,neotopia,https://www.ludifolie.com/44844-home_default/neotopia.jpg,27.42,16.45,https://www.ludifolie.com/18800-neotopia.html,2,4,60,30,60,8,,,Oui
Ludifolie,Talisman - 4ème Edition Révisée,talisman-4eme-edition-revisee,https://www.ludifolie.com/14782-home_default/talisman-4eme-edition-revisee.jpg,44.08,30.86,https://www.ludifolie.com/9568-talisman-4eme-edition-revisee.html,,,,,,,,,Oui
Ludifolie,Pokémon Trading Card Game - Coffret Classic EN,pokemon-trading-card-game-coffret-classic-en,https://www.ludifolie.com/42031-home_default/pokemon-trading-card-game-coffret-classic-en.jpg,374.92,281.19,https://www.ludifolie.com/17897-pokemon-trading-card-game-coffret-classic-en.html,,,,,,,,,Oui
Ludifolie,Donnant Donnant,donnant-donnant,https://www.ludifolie.com/14755-home_default/donnant-donnant.jpg,11.58,9.27,https://www.ludifolie.com/9561-donnant-donnant.html,1,4,30,30,30,8,,,Oui
Ludifolie,Scarface 1920,scarface-1920,https://www.ludifolie.com/34505-home_default/scarface-1920.jpg,89.92,53.95,https://www.ludifolie.com/15747-scarface-1920.html,1,4,150,90,150,14,,,Oui
Ludifolie,Heroclix - Fantastic Four : Future Foundation...,heroclix-fantastic-four-future-foundation,https://www.ludifolie.com/28027-home_default/heroclix-fantastic-four-future-foundation-booster.jpg,13.25,6.63,https://www.ludifolie.com/13785-heroclix-fantastic-four-future-foundation-booster.html,,,,,,,,,Oui
Ludifolie,Vorex,vorex,https://www.ludifolie.com/34057-home_default/vorex.jpg,22.42,13.45,https://www.ludifolie.com/15617-vorex.html,1,4,30,30,30,8,,,Oui
Ludifolie,Revelio,revelio,https://www.ludifolie.com/34377-home_default/revelio.jpg,29.92,11.97,https://www.ludifolie.com/15712-revelio.html,3,6,30,30,30,13,,,Oui
Ludifolie,Meeple Circus,meeple-circus,https://www.ludifolie.com/7288-home_default/meeple-circus.jpg,34.90,17.45,https://www.ludifolie.com/5454-meeple-circus.html,2,5,45,45,45,8,,,Oui
Ludifolie,Quartermaster General 1914,quartermaster-general-1914,https://www.ludifolie.com/26083-home_default/quartermaster-general-1914.jpg,53.90,37.73,https://www.ludifolie.com/13185-quartermaster-general-1914.html,2,5,120,90,120,12,,,Oui
Ludifolie,Betrayal at House on the Hill - 3ème Edition,betrayal-at-house-on-the-hill-3eme-edition,https://www.ludifolie.com/25818-home_default/betrayal-at-house-on-the-hill-vf.jpg,52.90,39.68,https://www.ludifolie.com/8334-betrayal-at-house-on-the-hill-vf.html,3,6,60,60,60,12,,,Oui
Ludifolie,Beyond The Wall - Livre de Base,beyond-the-wall-livre-de-base,https://www.ludifolie.com/35903-home_default/beyond-the-wall-livre-de-base.jpg,44.90,26.94,https://www.ludifolie.com/16157-beyond-the-wall-livre-de-base.html,,,,,,,,,Oui
Ludifolie,Pokémon - Peluche Sac à Dos Pikachu 36cm,pokemon-peluche-sac-a-dos-pikachu-36cm,https://www.ludifolie.com/31370-home_default/pokemon-peluche-sac-a-dos-pikachu.jpg,26.90,16.14,https://www.ludifolie.com/14812-pokemon-peluche-sac-a-dos-pikachu.html,,,,,,,,,Oui
Ludifolie,Side Quest : 7e Mer,side-quest-7e-mer,https://www.ludifolie.com/39942-home_default/side-quest-7e-mer.jpg,14.90,8.94,https://www.ludifolie.com/17309-side-quest-7e-mer.html,,,,,,,,,Oui
Ludifolie,Farcry : Escape from Rook Islands,farcry-escape-from-rook-islands,https://www.ludifolie.com/46582-home_default/farcry-escape-from-rook-islands.jpg,58.50,38.03,https://www.ludifolie.com/19302-farcry-escape-from-rook-islands.html,,,,,,,,,Oui
Ludifolie,Le Grand Prix de Belcastel,le-grand-prix-de-belcastel,https://www.ludifolie.com/26900-home_default/le-grand-prix-de-belcastel.jpg,34.90,22.69,https://www.ludifolie.com/13446-le-grand-prix-de-belcastel.html,2,4,25,25,25,6,,,Oui
Ludifolie,L'Incal Infini,l-incal-infini,https://www.ludifolie.com/41751-home_default/l-incal-infini.jpg,26.90,13.45,https://www.ludifolie.com/17816-l-incal-infini.html,2,4,30,30,30,10,,,Oui
Ludifolie,Lorcana S6 - La Mer Azurite : Coffret Collector...,lorcana-s6-la-mer-azurite-coffret-collector,https://www.ludifolie.com/52284-home_default/lorcana-s6-la-mer-azurite-coffret-collector-stitch.jpg,45.90,39.90,https://www.ludifolie.com/20901-lorcana-s6-la-mer-azurite-coffret-collector-stitch.html,,,,,,,,,Oui
Ludifolie,Djinn,djinn,https://www.ludifolie.com/41981-home_default/djinn.jpg,55.90,27.95,https://www.ludifolie.com/17883-djinn.html,2,4,40,40,40,10,,,Oui
Ludifolie,Lorcana S6 - La Mer Azurite : 24 Boosters,lorcana-s6-la-mer-azurite-24-boosters,https://www.ludifolie.com/52250-home_default/lorcana-s6-la-mer-azurite-24-boosters.jpg,124.90,119.90,https://www.ludifolie.com/20890-lorcana-s6-la-mer-azurite-24-boosters.html,,,,,,,,,Oui
Ludifolie,Black Friday,black-friday,https://www.ludifolie.com/44801-home_default/black-friday.jpg,39.90,15.96,https://www.ludifolie.com/18789-black-friday.html,2,5,55,55,55,12,,,Oui
Ludifolie,Lorcana S4 - Le Retour d'Ursula : Starter Deck...,lorcana-s4-le-retour-d-ursula-starter-deck,https://www.ludifolie.com/46475-home_default/lorcana-s4-le-retour-d-ursula-starter-deck-anna-hercule.jpg,17.90,14.32,https://www.ludifolie.com/19277-lorcana-s4-le-retour-d-ursula-starter-deck-anna-hercule.html,,,,,,,,,Oui
Ludifolie,Lorcana S4 - Le Retour d'Ursula : 24 Boosters,lorcana-s4-le-retour-d-ursula-24-boosters,https://www.ludifolie.com/46492-home_default/lorcana-s4-le-retour-d-ursula-24-boosters.jpg,138.90,114.90,https://www.ludifolie.com/19274-lorcana-s4-le-retour-d-ursula-24-boosters.html,,,,,,,,,Oui
Ludifolie,Minivilles Deluxe,minivilles-deluxe,https://www.ludifolie.com/15072-home_default/minivilles-deluxe.jpg,29.90,14.95,https://www.ludifolie.com/9653-minivilles-deluxe.html,,,,,,,,,Oui
Ludifolie,Lorcana - Portfolio A5 La Méchante Reine,lorcana-portfolio-a5-la-mechante-reine,https://www.ludifolie.com/36970-home_default/lorcana-portfolio-a5-la-mechante-reine.jpg,19.90,14.93,https://www.ludifolie.com/16467-lorcana-portfolio-a5-la-mechante-reine.html,,,,,,,,,Oui
Ludifolie,Maitre Renard,maitre-renard,https://www.ludifolie.com/40160-home_default/maitre-renard.jpg,21.90,13.14,https://www.ludifolie.com/2677-maitre-renard.html,2,4,20,20,20,7,,,Oui
