Site,ProductName,NormalizedName,Image,Old Price,New Price,URL,MinPlayers,MaxPlayers,PlayingTime,MinPlayTime,MaxPlayTime,Age,image_url,boardgame_url,Promotion
Agora Jeux,Chroniques Oubliées Fantasy 2 édition Deluxe,chroniques-oubliees-fantasy-2-edition-deluxe,https://www.agorajeux.com/43999-home_default/chroniques-oubliees-fantasy-2-edition-deluxe-alternatif.jpg,37.82,32.82,https://www.agorajeux.com/fr/chroniques-oubliees/17112-chroniques-oubliees-fantasy-2-edition-deluxe-alternatif.html,,,,,,,,,Oui
Agora Jeux,COF 2 Atlas d'Osgild & règles optionnelles - légèrement...,cof-2-atlas-d-osgild-regles-optionnelles-legerement,https://www.agorajeux.com/43998-home_default/cof-2-atlas-d-osgild-regles-optionnelles.jpg,37.82,32.15,https://www.agorajeux.com/fr/chroniques-oubliees/17111-cof-2-atlas-d-osgild-regles-optionnelles.html,,,,,,,,,Oui
Agora Jeux,AI 100% Human,ai-100-human,https://www.agorajeux.com/43054-home_default/ai-100-human.jpg,25.00,20.00,https://www.agorajeux.com/fr/jeux-de-cartes/16937-ai-100-human.html,1,6,45,30,45,14,,,Oui
Agora Jeux,Galactic Renaissance,galactic-renaissance,https://www.agorajeux.com/42079-home_default/galactic-renaissance.jpg,66.67,50.00,https://www.agorajeux.com/fr/jeux-de-strategie/16758-galactic-renaissance.html,2,4,90,90,90,14,,,Oui
Agora Jeux,Footprints,footprints,https://www.agorajeux.com/41851-home_default/footprints.jpg,33.33,25.00,https://www.agorajeux.com/fr/jeux-de-strategie/16719-footprints.html,2,12,0,0,0,8,,,Oui
Agora Jeux,365 Aventures - Le Donjon,365-aventures-le-donjon,https://www.agorajeux.com/41718-home_default/365-aventures-le-donjon.jpg,12.42,10.75,https://www.agorajeux.com/fr/jeux-gigamic/16682-365-aventures-le-donjon.html,1,1,5,2,5,14,,,Oui
Agora Jeux,Inori,inori,https://www.agorajeux.com/41690-home_default/inori.jpg,30.00,27.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16676-inori.html,2,4,30,30,30,10,,,Oui
Agora Jeux,Fireworks,fireworks,https://www.agorajeux.com/41683-home_default/fireworks.jpg,23.33,18.66,https://www.agorajeux.com/fr/jeux-d-ambiance/16675-fireworks.html,2,4,20,20,20,6,,,Oui
Agora Jeux,Tree Society,tree-society,https://www.agorajeux.com/41667-home_default/tree-society.jpg,29.17,23.33,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16672-tree-society.html,2,4,45,30,45,8,,,Oui
Agora Jeux,Stickers,stickers,https://www.agorajeux.com/41644-home_default/stickers.jpg,22.50,19.92,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16665-stickers.html,2,4,30,15,30,8,,,Oui
Agora Jeux,Kitsu,kitsu,https://www.agorajeux.com/41489-home_default/kitsu.jpg,12.50,10.00,https://www.agorajeux.com/fr/jeux-a-deux/16634-kitsu.html,2,6,25,25,25,10,,,Oui
Agora Jeux,Raider Drop Zone,raider-drop-zone,https://www.agorajeux.com/41433-home_default/raider-drop-zone.jpg,83.25,66.60,https://www.agorajeux.com/fr/wargames-historiques-jeux-de-strategie-de-guerre/16621-raider-drop-zone.html,2,2,480,60,480,14,,,Oui
Agora Jeux,Takenokolor,takenokolor,https://www.agorajeux.com/41387-home_default/takenokolor.jpg,20.83,15.62,https://www.agorajeux.com/fr/jeu-and-write/16613-takenokolor.html,2,4,30,20,30,8,,,Oui
Agora Jeux,Stick & Stack,stick-stack,https://www.agorajeux.com/41185-home_default/stick-stack.jpg,18.33,14.67,https://www.agorajeux.com/fr/jeux-d-adresse/16579-stick-stack.html,2,99,30,30,30,8,,,Oui
Agora Jeux,Botanicus,botanicus,https://www.agorajeux.com/41142-home_default/botanicus.jpg,37.50,28.13,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16573-botanicus.html,2,4,60,45,60,10,,,Oui
Agora Jeux,Minecraft : Jeu de Logique Magnétique,minecraft-jeu-de-logique-magnetique,https://www.agorajeux.com/40934-home_default/minecraft-jeu-de-logique-magnetique.jpg,11.58,10.41,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16530-minecraft-jeu-de-logique-magnetique.html,,,,,,,,,Oui
Agora Jeux,Fil Rouge,fil-rouge,https://www.agorajeux.com/40462-home_default/fil-rouge.jpg,15.17,13.75,https://www.agorajeux.com/fr/jeux-cooperatifs/16421-fil-rouge.html,,,,,,,,,Oui
Agora Jeux,Pampero,pampero,https://www.agorajeux.com/40421-home_default/pampero.jpg,100.00,75.00,https://www.agorajeux.com/fr/jeux-de-strategie/16409-pampero.html,1,4,150,60,150,14,,,Oui
Agora Jeux,Baston a la carte,baston-a-la-carte,https://www.agorajeux.com/40147-home_default/exploding-kittens.jpg,20.83,18.75,https://www.agorajeux.com/fr/jeux-d-ambiance/16357-exploding-kittens.html,3,6,15,15,15,7,,,Oui
Agora Jeux,Infiltraitres,infiltraitres,https://www.agorajeux.com/40039-home_default/infiltraitres.jpg,18.33,13.75,https://www.agorajeux.com/fr/jeux-cooperatifs/16336-infiltraitres.html,2,5,30,20,30,10,,,Oui
Agora Jeux,Mega Jackpot,mega-jackpot,https://www.agorajeux.com/40033-home_default/mega-jackpot.jpg,10.83,8.66,https://www.agorajeux.com/fr/jeux-d-ambiance/16335-mega-jackpot.html,2,4,20,10,20,8,,,Oui
Agora Jeux,Evenfall,evenfall,https://www.agorajeux.com/39626-home_default/evenfall.jpg,45.83,36.67,https://www.agorajeux.com/fr/jeux-de-strategie/16262-evenfall.html,1,4,120,60,120,14,,,Oui
Agora Jeux,Neotopia,neotopia,https://www.agorajeux.com/39438-home_default/neotopia.jpg,33.33,25.00,https://www.agorajeux.com/fr/jeux-de-strategie/16216-neotopia.html,2,4,60,30,60,8,,,Oui
Agora Jeux,Istanbul : Choose and Write,istanbul-choose-and-write,https://www.agorajeux.com/39433-home_default/istanbul-choose-and-write.jpg,24.17,21.59,https://www.agorajeux.com/fr/jeu-and-write/16214-istanbul-choose-and-write.html,,,,,,,,,Oui
Agora Jeux,Festi'Vibes,festi-vibes,https://www.agorajeux.com/39331-home_default/festi-vibes.jpg,12.50,8.75,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16199-festi-vibes.html,,,,,,,,,Oui
Agora Jeux,Manhattan Project: War Machine,manhattan-project-war-machine,https://www.agorajeux.com/39141-home_default/manhattan-project-war-machine.jpg,33.33,30.00,https://www.agorajeux.com/fr/jeux-de-strategie/16161-manhattan-project-war-machine.html,1,4,60,30,60,12,,,Oui
Agora Jeux,Quando,quando,https://www.agorajeux.com/38814-home_default/quando.jpg,12.50,7.50,https://www.agorajeux.com/fr/jeux-de-cartes/16102-quando.html,2,6,15,15,15,8,,,Oui
Agora Jeux,Finding Atlantis,finding-atlantis,https://www.agorajeux.com/38519-home_default/finding-atlantis.jpg,25.00,15.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16049-finding-atlantis.html,1,4,100,40,100,13,,,Oui
Agora Jeux,Chocomino,chocomino,https://www.agorajeux.com/38512-home_default/chocomino.jpg,12.49,7.49,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16048-chocomino.html,,,,,,,,,Oui
Agora Jeux,Aqua,aqua,https://www.agorajeux.com/38294-home_default/aqua.jpg,29.74,26.67,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/16012-aqua.html,2,2,20,15,20,10,,,Oui
Agora Jeux,Feralis : En Terres Obscures - jeu de base,feralis-en-terres-obscures-jeu-de-base,https://www.agorajeux.com/38254-home_default/feralis-en-terres-obscures-jeu-de-base.jpg,62.50,46.88,https://www.agorajeux.com/fr/jeux-de-strategie/16007-feralis-en-terres-obscures-jeu-de-base.html,,,,,,,,,Oui
Agora Jeux,Tanuki,tanuki,https://www.agorajeux.com/38239-home_default/tanuki.jpg,15.00,10.50,https://www.agorajeux.com/fr/jeux-de-cartes/16004-tanuki.html,3,6,20,20,20,8,,,Oui
Agora Jeux,Le Monde de Reterra,le-monde-de-reterra,https://www.agorajeux.com/38167-home_default/le-monde-de-reterra.jpg,33.25,29.92,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15990-le-monde-de-reterra.html,2,4,35,35,35,10,,,Oui
Agora Jeux,Gold West,gold-west,https://www.agorajeux.com/38004-home_default/gold-west.jpg,54.17,37.92,https://www.agorajeux.com/fr/jeux-de-strategie/15962-gold-west.html,,,,,,,,,Oui
Agora Jeux,Unmatched Aventures,unmatched-aventures,https://www.agorajeux.com/37641-home_default/unmatched-aventures.jpg,45.83,27.50,https://www.agorajeux.com/fr/jeux-cooperatifs/15882-unmatched-aventures.html,1,4,60,20,60,9,,,Oui
Agora Jeux,Disney Lorcana : Portfolio A5 La Reine,disney-lorcana-portfolio-a5-la-reine,https://www.agorajeux.com/37253-home_default/disney-lorcana-portfolio-a5-la-reine.jpg,16.66,12.49,https://www.agorajeux.com/fr/lorcana/15810-disney-lorcana-portfolio-a5-la-reine.html,,,,,,,,,Oui
Agora Jeux,Sire Sire !,sire-sire,https://www.agorajeux.com/36633-home_default/sire-sire.jpg,12.50,7.50,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15709-sire-sire.html,2,4,20,20,20,8,,,Oui
Agora Jeux,One Piece : Special Goods Set Ace/Sabo/Luffy,one-piece-special-goods-set-ace-sabo-luffy,https://www.agorajeux.com/36574-home_default/one-piece-special-goods-set-acesaboluffy.jpg,49.92,29.95,https://www.agorajeux.com/fr/one-piece-card-game/15699-one-piece-special-goods-set-acesaboluffy.html,,,,,,,,,Oui
Agora Jeux,One Piece Premium Card Collection RED,one-piece-premium-card-collection-red,https://www.agorajeux.com/36572-home_default/one-piece-premium-card-collection-red.jpg,35.00,26.25,https://www.agorajeux.com/fr/one-piece-card-game/15698-one-piece-premium-card-collection-red.html,,,,,,,,,Oui
Agora Jeux,Quickity Pickity,quickity-pickity,https://www.agorajeux.com/36367-home_default/quickity-pickity.jpg,18.25,13.69,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15663-quickity-pickity.html,2,5,20,20,20,6,,,Oui
Agora Jeux,Maple Valley,maple-valley,https://www.agorajeux.com/36354-home_default/maple-valley.jpg,41.67,25.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15660-maple-valley.html,1,5,75,45,75,8,,,Oui
Agora Jeux,Goldblivion,goldblivion,https://www.agorajeux.com/36196-home_default/goldblivion.jpg,26.67,22.67,https://www.agorajeux.com/fr/jeux-de-strategie/15626-goldblivion.html,1,4,80,20,80,12,,,Oui
Agora Jeux,The Two Heirs,the-two-heirs,https://www.agorajeux.com/36185-home_default/the-two-heirs.jpg,27.00,24.08,https://www.agorajeux.com/fr/jeux-a-deux/15624-the-two-heirs.html,,,,,,,,,Oui
Agora Jeux,J'y crois pas : Supplément Salade,j-y-crois-pas-supplement-salade,https://www.agorajeux.com/35911-home_default/j-y-crois-pas-supplement-salade.jpg,7.50,3.75,https://www.agorajeux.com/fr/jeux-gigamic/15579-j-y-crois-pas-supplement-salade.html,,,,,,,,,Oui
Agora Jeux,L'Incal infini,l-incal-infini,https://www.agorajeux.com/35788-home_default/l-incal-infini.jpg,24.92,22.42,https://www.agorajeux.com/fr/jeux-cooperatifs/15557-l-incal-infini.html,,,,,,,,,Oui
Agora Jeux,Disney Sorcerer's Arena : Alliances Epiques,disney-sorcerer-s-arena-alliances-epiques,https://www.agorajeux.com/35742-home_default/disney-sorcerer-s-arena-alliances-epiques.jpg,42.50,27.63,https://www.agorajeux.com/fr/jeux-de-strategie/15543-disney-sorcerer-s-arena-alliances-epiques.html,,,,,,,,,Oui
Agora Jeux,Empire's End,empire-s-end,https://www.agorajeux.com/35232-home_default/empire-s-end.jpg,33.33,29.91,https://www.agorajeux.com/fr/jeux-de-strategie/15454-empire-s-end.html,,,,,,,,,Oui
Agora Jeux,Des souvenirs plein le ciel,des-souvenirs-plein-le-ciel,https://www.agorajeux.com/35168-home_default/des-souvenirs-plein-le-ciel.jpg,18.69,13.08,https://www.agorajeux.com/fr/jeux-de-societe-pour-enfants/15445-des-souvenirs-plein-le-ciel.html,2,4,20,20,20,5,,,Oui
Agora Jeux,Yuan - Mongolie,yuan-mongolie,https://www.agorajeux.com/35116-home_default/yuan-mongolie.jpg,56.10,39.27,https://www.agorajeux.com/fr/jeux-gigamic/15435-yuan-mongolie.html,2,4,60,60,60,12,,,Oui
Agora Jeux,Yuan - Chine,yuan-chine,https://www.agorajeux.com/35110-home_default/yuan-chine.jpg,56.10,39.27,https://www.agorajeux.com/fr/jeux-gigamic/15434-yuan-chine.html,2,4,60,60,60,12,,,Oui
Agora Jeux,Sidequest : 7th Sea,sidequest-7th-sea,https://www.agorajeux.com/35026-home_default/sidequest-7th-sea.jpg,16.00,6.40,https://www.agorajeux.com/fr/escape-games/15417-sidequest-7th-sea.html,,,,,,,,,Oui
Agora Jeux,Spirit,spirit,https://www.agorajeux.com/34961-home_default/spirit.jpg,35.00,28.00,https://www.agorajeux.com/fr/jeux-d-ambiance/15405-spirit.html,3,6,45,45,45,10,,,Oui
Agora Jeux,Benevolent,benevolent,https://www.agorajeux.com/34911-home_default/benevolent.jpg,35.00,29.90,https://www.agorajeux.com/fr/jeux-de-strategie/15394-benevolent.html,2,4,30,20,30,10,,,Oui
Agora Jeux,Marvel Crisis Protocol - Outils de Mesure,marvel-crisis-protocol-outils-de-mesure,https://www.agorajeux.com/34854-home_default/marvel-crisis-protocol-outils-de-mesure.jpg,20.40,12.24,https://www.agorajeux.com/fr/marvel-crisis-protocol/15382-marvel-crisis-protocol-outils-de-mesure.html,,,,,,,,,Oui
Agora Jeux,Waterfall Park,waterfall-park,https://www.agorajeux.com/34655-home_default/waterfall-park.jpg,40.00,20.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15328-waterfall-park.html,3,5,45,45,45,8,,,Oui
Agora Jeux,Amalfi : Renaissance,amalfi-renaissance,https://www.agorajeux.com/34648-home_default/amalfi-renaissance.jpg,65.00,45.50,https://www.agorajeux.com/fr/jeux-de-strategie/15327-amalfi-renaissance.html,1,4,120,60,120,14,,,Oui
Agora Jeux,Almost Innocent,almost-innocent,https://www.agorajeux.com/34643-home_default/almost-innocent.jpg,34.00,29.90,https://www.agorajeux.com/fr/jeux-cooperatifs/15326-almost-innocent.html,2,5,45,30,45,12,,,Oui
Agora Jeux,Come Together,come-together,https://www.agorajeux.com/34629-home_default/come-together.jpg,65.00,48.75,https://www.agorajeux.com/fr/jeux-de-strategie/15323-come-together.html,2,4,0,0,0,18,,,Oui
Agora Jeux,RIP,rip,https://www.agorajeux.com/34544-home_default/rip.jpg,13.50,10.80,https://www.agorajeux.com/fr/jeux-de-cartes/15306-rip.html,,,,,,,,,Oui
Agora Jeux,Spellbook,spellbook,https://www.agorajeux.com/34535-home_default/spellbook.jpg,35.69,21.41,https://www.agorajeux.com/fr/jeux-de-strategie/15303-spellbook.html,2,2,45,15,45,12,,,Oui
Agora Jeux,Exploding Kittens : Bien Vs Mal,exploding-kittens-bien-vs-mal,https://www.agorajeux.com/34521-home_default/exploding-kittens-bien-vs-mal.jpg,22.50,13.50,https://www.agorajeux.com/fr/jeux-d-ambiance/15301-exploding-kittens-bien-vs-mal.html,,,,,,,,,Oui
Agora Jeux,The Mind - Le Devin,the-mind-le-devin,https://www.agorajeux.com/34382-home_default/the-mind-le-devin.jpg,18.00,15.90,https://www.agorajeux.com/fr/jeux-de-cartes/15279-the-mind-le-devin.html,2,4,20,20,20,8,,,Oui
Agora Jeux,Triggs,triggs,https://www.agorajeux.com/34377-home_default/triggs.jpg,16.00,9.60,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15278-triggs.html,2,4,20,20,20,8,,,Oui
Agora Jeux,Nautilus Island,nautilus-island,https://www.agorajeux.com/34104-home_default/nautilus-island.jpg,25.00,10.00,https://www.agorajeux.com/fr/jeux-gigamic/15230-nautilus-island.html,2,4,30,20,30,8,,,Oui
Agora Jeux,Decktective - Les Secrets du Désert,decktective-les-secrets-du-desert,https://www.agorajeux.com/34089-home_default/decktective-les-secrets-du-desert.jpg,12.90,9.03,https://www.agorajeux.com/fr/jeux-d-enquetes/15228-decktective-les-secrets-du-desert.html,1,6,60,60,60,12,,,Oui
Agora Jeux,Pyramido,pyramido,https://www.agorajeux.com/33960-home_default/pyramido.jpg,34.99,31.49,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/15197-pyramido.html,2,4,20,20,20,8,,,Oui
Agora Jeux,Skoventyr,skoventyr,https://www.agorajeux.com/33202-home_default/skoventyr.jpg,22.50,18.00,https://www.agorajeux.com/fr/jeux-cooperatifs/15034-skoventyr.html,1,4,30,15,30,10,,,Oui
Agora Jeux,Yucatan,yucatan,https://www.agorajeux.com/33065-home_default/yucatan.jpg,91.00,81.90,https://www.agorajeux.com/fr/jeux-de-strategie/15004-yucatan.html,2,4,40,40,40,0,,,Oui
Agora Jeux,Marvel D.A.G.G.E.R + pack de dés offert,marvel-d-a-g-g-e-r-pack-de-des-offert,https://www.agorajeux.com/32921-home_default/marvel-dagger.jpg,90.00,45.00,https://www.agorajeux.com/fr/jeux-cooperatifs/14979-marvel-dagger.html,,,,,,,,,Oui
Agora Jeux,Alveola - la cité des abeilles,alveola-la-cite-des-abeilles,https://www.agorajeux.com/32837-home_default/alveola-la-cite-des-abeilles.jpg,29.90,23.90,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14965-alveola-la-cite-des-abeilles.html,2,4,35,15,35,8,,,Oui
Agora Jeux,The Artemis Odyssey,the-artemis-odyssey,https://www.agorajeux.com/32800-home_default/the-artemis-odyssey.jpg,45.00,33.75,https://www.agorajeux.com/fr/jeux-de-strategie/14954-the-artemis-odyssey.html,1,5,90,60,90,13,,,Oui
Agora Jeux,Blocs en fête,blocs-en-fete,https://www.agorajeux.com/32775-home_default/blocs-en-fete.jpg,20.00,8.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14950-blocs-en-fete.html,,,,,,,,,Oui
Agora Jeux,Grail Cup,grail-cup,https://www.agorajeux.com/32667-home_default/grail-cup.jpg,22.00,17.60,https://www.agorajeux.com/fr/jeux-de-cartes/14936-grail-cup.html,3,8,30,30,30,10,,,Oui
Agora Jeux,Souviens Toi...,souviens-toi,https://www.agorajeux.com/32664-home_default/souviens-toi.jpg,30.00,15.00,https://www.agorajeux.com/fr/jeu-and-write/14935-souviens-toi.html,2,4,30,30,30,10,,,Oui
Agora Jeux,Star Wars - Shatterpoint - outils de mesure,star-wars-shatterpoint-outils-de-mesure,https://www.agorajeux.com/32410-home_default/star-wars-shatterpoint-outils-de-mesure.jpg,15.00,9.00,https://www.agorajeux.com/fr/star-wars-shatterpoint/14885-star-wars-shatterpoint-outils-de-mesure.html,,,,,,,,,Oui
Agora Jeux,Pacte avec le Diable,pacte-avec-le-diable,https://www.agorajeux.com/32171-home_default/pacte-avec-le-diable.jpg,70.00,35.00,https://www.agorajeux.com/fr/jeux-de-strategie/14847-pacte-avec-le-diable.html,4,4,150,120,150,14,,,Oui
Agora Jeux,Memoria Bluff,memoria-bluff,https://www.agorajeux.com/31896-home_default/memoria-bluff.jpg,20.00,10.00,https://www.agorajeux.com/fr/jeux-d-ambiance/14791-memoria-bluff.html,2,8,40,10,40,6,,,Oui
Agora Jeux,Branle-Bas de Wombat,branle-bas-de-wombat,https://www.agorajeux.com/31864-home_default/branle-bas-de-wombat.jpg,28.99,17.40,https://www.agorajeux.com/fr/jeux-d-ambiance/14785-branle-bas-de-wombat.html,3,6,15,15,15,7,,,Oui
Agora Jeux,Poucave,poucave,https://www.agorajeux.com/31733-home_default/poucave.jpg,22.44,11.22,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14752-poucave.html,3,5,20,15,20,8,,,Oui
Agora Jeux,Cheese Master,cheese-master,https://www.agorajeux.com/31663-home_default/cheese-master.jpg,15.00,12.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14738-cheese-master.html,2,8,20,10,20,8,,,Oui
Agora Jeux,Maudits Criquets,maudits-criquets,https://www.agorajeux.com/31580-home_default/maudits-criquets.jpg,13.78,8.27,https://www.agorajeux.com/fr/jeux-gigamic/14720-maudits-criquets.html,2,4,20,20,20,8,,,Oui
Agora Jeux,Phantom ink,phantom-ink,https://www.agorajeux.com/31576-home_default/phantom-ink.jpg,22.44,11.22,https://www.agorajeux.com/fr/jeux-gigamic/14719-phantom-ink.html,4,8,15,10,15,13,,,Oui
Agora Jeux,Lucky Bastard,lucky-bastard,https://www.agorajeux.com/31526-home_default/lucky-bastard.jpg,12.24,9.18,https://www.agorajeux.com/fr/jeux-de-cartes/14708-lucky-bastard.html,2,6,15,10,15,8,,,Oui
Agora Jeux,Terra Futura,terra-futura,https://www.agorajeux.com/31410-home_default/terra-futura.jpg,35.00,24.50,https://www.agorajeux.com/fr/jeux-de-cartes/14691-terra-futura.html,2,5,40,20,40,10,,,Oui
Agora Jeux,Hunch!,hunch,https://www.agorajeux.com/31328-home_default/hunch.jpg,30.00,12.00,https://www.agorajeux.com/fr/jeux-d-ambiance/14673-hunch.html,2,4,60,60,60,0,,,Oui
Agora Jeux,St Patrick,st-patrick,https://www.agorajeux.com/31142-home_default/st-patrick.jpg,12.00,9.60,https://www.agorajeux.com/fr/jeux-de-cartes/14629-st-patrick.html,3,4,40,20,40,10,,,Oui
Agora Jeux,Caldera Park,caldera-park,https://www.agorajeux.com/31079-home_default/caldera-park.jpg,35.00,26.25,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14615-caldera-park.html,1,4,40,30,40,10,,,Oui
Agora Jeux,Enquêtes Express,enquetes-express,https://www.agorajeux.com/30838-home_default/enquetes-express.jpg,15.00,7.50,https://www.agorajeux.com/fr/jeux-d-enquetes/14562-enquetes-express.html,2,6,45,30,45,10,,,Oui
Agora Jeux,Terraforming Mars Expédition Arès Fondations,terraforming-mars-expedition-ares-fondations,https://www.agorajeux.com/30809-home_default/terraforming-mars-expedition-ares-fondations.jpg,29.95,22.46,https://www.agorajeux.com/fr/terraforming-mars/14556-terraforming-mars-expedition-ares-fondations.html,1,6,60,60,60,14,,,Oui
Agora Jeux,Elevens,elevens,https://www.agorajeux.com/30665-home_default/elevens.jpg,12.00,9.60,https://www.agorajeux.com/fr/jeux-de-cartes/14528-elevens.html,2,6,30,30,30,8,,,Oui
Agora Jeux,Caral,caral,https://www.agorajeux.com/30399-home_default/caral.jpg,55.00,33.00,https://www.agorajeux.com/fr/jeux-de-strategie/14453-caral.html,2,4,120,60,120,12,,,Oui
Agora Jeux,Gardeners,gardeners,https://www.agorajeux.com/30364-home_default/gardeners.jpg,25.00,17.50,https://www.agorajeux.com/fr/jeux-cooperatifs/14445-gardeners.html,1,4,15,15,15,10,,,Oui
Agora Jeux,Fantasy Realms : Star Trek Missions,fantasy-realms-star-trek-missions,https://www.agorajeux.com/30309-home_default/fantasy-realms-star-trek-missions.jpg,24.90,22.50,https://www.agorajeux.com/fr/jeux-de-cartes/14435-fantasy-realms-star-trek-missions.html,,,,,,,,,Oui
Agora Jeux,Revelio,revelio,https://www.agorajeux.com/30164-home_default/revelio.jpg,36.72,11.02,https://www.agorajeux.com/fr/jeux-gigamic/14402-revelio.html,3,6,30,30,30,13,,,Oui
Agora Jeux,Sur le Fil,sur-le-fil,https://www.agorajeux.com/30146-home_default/sur-le-fil.jpg,30.60,15.30,https://www.agorajeux.com/fr/jeux-gigamic/14396-sur-le-fil.html,2,4,30,20,30,7,,,Oui
Agora Jeux,Deckscape in Wonderland,deckscape-in-wonderland,https://www.agorajeux.com/30067-home_default/deckscape-in-wonderland.jpg,12.90,7.74,https://www.agorajeux.com/fr/jeux-d-enquetes/14376-deckscape-in-wonderland.html,1,6,60,60,60,12,,,Oui
Agora Jeux,Oath - Chronicles of Empire and Exile,oath-chronicles-of-empire-and-exile,https://www.agorajeux.com/29992-home_default/oath-chronicles-of-empire-and-exile.jpg,99.90,89.90,https://www.agorajeux.com/fr/jeux-de-strategie/14356-oath-chronicles-of-empire-and-exile.html,,,,,,,,,Oui
Agora Jeux,La Légende des trois pièces,la-legende-des-trois-pieces,https://www.agorajeux.com/29919-home_default/la-legende-des-trois-pieces.jpg,26.52,13.26,https://www.agorajeux.com/fr/jeux-gigamic/14339-la-legende-des-trois-pieces.html,,,,,,,,,Oui
Agora Jeux,Teen Titans Go ! Mayhem,teen-titans-go-mayhem,https://www.agorajeux.com/29764-home_default/teen-titans-go-mayhem.jpg,60.00,42.00,https://www.agorajeux.com/fr/les-jeux-pour-toute-la-famille/14301-teen-titans-go-mayhem.html,,,,,,,,,Oui
Agora Jeux,Gare à tes Fesses,gare-a-tes-fesses,https://www.agorajeux.com/29674-home_default/gare-a-tes-fesses.jpg,29.90,22.43,https://www.agorajeux.com/fr/jeux-d-adresse/14277-gare-a-tes-fesses.html,2,4,15,15,15,5,,,Oui
Agora Jeux,Tindaya,tindaya,https://www.agorajeux.com/29654-home_default/tindaya.jpg,70.00,28.00,https://www.agorajeux.com/fr/jeux-cooperatifs/14275-tindaya.html,1,4,120,45,120,13,,,Oui
Agora Jeux,Le Grand Kiwiz,le-grand-kiwiz,https://www.agorajeux.com/29564-home_default/le-grand-kiwiz.jpg,27.00,13.50,https://www.agorajeux.com/fr/jeux-gigamic/14247-le-grand-kiwiz.html,2,8,25,25,0,8,,,Oui
Agora Jeux,Space Aztecs,space-aztecs,https://www.agorajeux.com/42740-home_default/space-aztecs.jpg,18.00,12.60,https://www.agorajeux.com/fr/jeux-de-cartes/14239-space-aztecs.html,2,6,15,15,15,8,,,Oui
Agora Jeux,Boussanga,boussanga,https://www.agorajeux.com/29360-home_default/explodino.jpg,40.80,16.32,https://www.agorajeux.com/fr/jeux-abstraits/14206-explodino.html,1,4,30,30,30,8,,,Oui
Agora Jeux,Explodino,explodino,https://www.agorajeux.com/29355-home_default/explodino.jpg,19.72,13.80,https://www.agorajeux.com/fr/jeux-de-societe-pour-enfants/14205-explodino.html,,,,,,,,,Oui
Agora Jeux,Boogeyman - ext. Le Mystérieux Visiteur,boogeyman-ext-le-mysterieux-visiteur,https://www.agorajeux.com/29211-home_default/boogeyman.jpg,33.00,23.10,https://www.agorajeux.com/fr/jeux-cooperatifs/14166-boogeyman.html,,,,,,,,,Oui
Agora Jeux,Nouvelles ContRées - extension Aventures Thématiques,nouvelles-contrees-extension-aventures-thematiques,https://www.agorajeux.com/29143-home_default/nouvelles-contrees-extension-aventures-thematiques.jpg,20.00,16.00,https://www.agorajeux.com/fr/jeux-d-ambiance/14151-nouvelles-contrees-extension-aventures-thematiques.html,,,,,,,,,Oui
Agora Jeux,Votre Pire Cauchemar,votre-pire-cauchemar,https://www.agorajeux.com/29042-home_default/votre-pire-cauchemar.jpg,21.90,10.95,https://www.agorajeux.com/fr/jeux-d-ambiance/14129-votre-pire-cauchemar.html,,,,,,,,,Oui
Agora Jeux,Funny Lines,funny-lines,https://www.agorajeux.com/29038-home_default/funny-lines.jpg,30.00,15.00,https://www.agorajeux.com/fr/jeux-d-ambiance/14128-funny-lines.html,3,50,60,20,60,7,,,Oui
Agora Jeux,King of Monster Island,king-of-monster-island,https://www.agorajeux.com/29008-home_default/king-of-monster-island.jpg,60.00,45.00,https://www.agorajeux.com/fr/jeux-cooperatifs/14119-king-of-monster-island.html,1,5,60,45,60,10,,,Oui
Agora Jeux,Namiji : Extension Aquamarine,namiji-extension-aquamarine,https://www.agorajeux.com/28918-home_default/namiji-extension-aquamarine.jpg,22.00,11.00,https://www.agorajeux.com/fr/jeux-de-strategie/14101-namiji-extension-aquamarine.html,,,,,,,,,Oui
