Site,ProductName,NormalizedName,Image,Old Price,New Price,URL,MinPlayers,MaxPlayers,PlayingTime,MinPlayTime,MaxPlayTime,Age,image_url,boardgame_url
Golden Meeple,Bridge City Poker,bridge-city-poker,https://www.goldenmeeple.be/wp-content/uploads/2024/04/Bridge-City-Poker-200x200.jpg,37.85,26.45,https://www.goldenmeeple.be/produit/bridge-city-poker/,2,4,45,20,45,12,https://cf.geekdo-images.com/bU-5fsnlPxQs3vNFQQRQig__original/img/DMHopOY9pmlX8x2E49UUtLmYgr8=/0x0/filters:format(jpeg)/pic6327308.jpg,https://boardgamegeek.com/boardgame/332393/
Golden Meeple,Cargo Empire Kickstarter Deluxe,cargo-empire-kickstarter-deluxe,https://www.goldenmeeple.be/wp-content/uploads/2024/04/Cargo-Empire-200x200.jpg,74.63,61.16,https://www.goldenmeeple.be/produit/cargo-empire-kickstarter-deluxe/,,,,,,,,
Golden Meeple,Best Candy of The Block – Rewrapped,best-candy-of-the-block-rewrapped,https://www.goldenmeeple.be/wp-content/uploads/2024/03/Best-Candy-of-The-Block-Rewrapped-200x200.jpg,28.93,16.53,https://www.goldenmeeple.be/produit/best-candy-of-the-block-rewrapped/,,,,,,,,
Golden Meeple,Trick of Fixer,trick-of-fixer,https://www.goldenmeeple.be/wp-content/uploads/2024/03/Trick-Of-Fixer-200x200.jpg,35.33,20.66,https://www.goldenmeeple.be/produit/trick-of-fixer/,4,5,60,15,60,12,https://cf.geekdo-images.com/bjcoJVywoybuaXwTK2fkbA__original/img/DboSC0QmCJLI-eGRGrl5TXVJGFg=/0x0/filters:format(jpeg)/pic7963790.jpg,https://boardgamegeek.com/boardgame/408622/
Golden Meeple,Cretaceous Rails – Crowdfunding Exclusive...,cretaceous-rails-crowdfunding-exclusive,https://www.goldenmeeple.be/wp-content/uploads/2024/01/Cretaceous-Rails-Crowdfunding-Exclusive-Edition-All-In-200x200.jpg,166.03,141.65,https://www.goldenmeeple.be/produit/cretaceous-rails-crowdfunding-exclusive-edition-all-in/,1,4,120,45,120,14,https://cf.geekdo-images.com/o7hJIuK6jqc0fHyksuqEng__original/img/PLLoyEnqCBfrO_760qKB_kWd6O8=/0x0/filters:format(jpeg)/pic8342817.jpg,https://boardgamegeek.com/boardgame/405344/
Golden Meeple,Tycoon India 1981 Kickstarter Deluxe Edition,tycoon-india-1981-kickstarter-deluxe-edition,https://www.goldenmeeple.be/wp-content/uploads/2023/10/Tycoon-India-1981-Deluxe-Edition-200x200.jpg,98.35,81.82,https://www.goldenmeeple.be/produit/tycoon-india-1981-kickstarter-deluxe-edition/,,,,,,,,
Golden Meeple,Food Chain Magnate – The Ketchup Mechanism...,food-chain-magnate-the-ketchup-mechanism,https://www.goldenmeeple.be/wp-content/uploads/2023/07/Food-Chain-Magnate-The-Ketchup-Mechanism-Other-Ideas-00-200x200.jpg,74.38,60.74,https://www.goldenmeeple.be/produit/food-chain-magnate-the-ketchup-mechanism-other-ideas/,2,6,240,120,240,14,https://cf.geekdo-images.com/5D_bKoIGmYkyWDlhrXdkNQ__original/img/E8qg1LhFMa6WPpXMncsI7PFX28o=/0x0/filters:format(jpeg)/pic4545980.jpg,https://boardgamegeek.com/boardgame/261526/
Golden Meeple,Boite de Rangement – Token Silo White Multicolor,boite-de-rangement-token-silo-white-multicolor,https://www.goldenmeeple.be/wp-content/uploads/2023/04/Boite-de-Rangement-Token-Silo-White-Multicolor-1-00-200x200.jpg,11.65,10.70,https://www.goldenmeeple.be/produit/boite-de-rangement-token-silo-white-multicolor/,,,,,,,,
Golden Meeple,The Flood Deluxe édition (Le Déluge),the-flood-deluxe-edition-le-deluge,https://www.goldenmeeple.be/wp-content/uploads/2023/04/The-Flood-Deluxe-edition-00-200x200.jpg,141.07,125.41,https://www.goldenmeeple.be/produit/the-flood-deluxe-edition/,,,,,,,,
Golden Meeple,Boite de Rangement – Token Silo Noir,boite-de-rangement-token-silo-noir,https://www.goldenmeeple.be/wp-content/uploads/2022/12/Boite-de-Rangement-Token-Silo-Noir-00-200x200.jpg,11.65,10.70,https://www.goldenmeeple.be/produit/boite-de-rangement-token-silo-noir/,,,,,,,,
Golden Meeple,Boite de Rangement – Token Silo Rouge,boite-de-rangement-token-silo-rouge,https://www.goldenmeeple.be/wp-content/uploads/2022/11/Boite-de-Rangement-Token-Silo-Rouge-00-200x200.jpg,11.65,10.70,https://www.goldenmeeple.be/produit/boite-de-rangement-token-silo-rouge/,,,,,,,,
Golden Meeple,Boite de Rangement – Token Silo Bleu,boite-de-rangement-token-silo-bleu,https://www.goldenmeeple.be/wp-content/uploads/2022/11/Boite-de-Rangement-Token-Silo-Bleu-00-200x200.jpg,11.65,10.70,https://www.goldenmeeple.be/produit/boite-de-rangement-token-silo-bleu/,,,,,,,,
Golden Meeple,Food Chain Magnate,food-chain-magnate,https://www.goldenmeeple.be/wp-content/uploads/2022/02/Food-Chain-Magnate-00-200x200.jpg,74.38,61.98,https://www.goldenmeeple.be/produit/food-chain-magnate/,2,5,240,120,240,14,https://cf.geekdo-images.com/Wtxml94LAXsIWQCxGPS63Q__original/img/9c-MJB6x54vN5eB-1hT4XQaHtP8=/0x0/filters:format(png)/pic2649434.png,https://boardgamegeek.com/boardgame/175914/
Golden Meeple,Grand Sac Golden Meeple,grand-sac-golden-meeple,https://www.goldenmeeple.be/wp-content/uploads/2019/06/Grand-Sac-Golden-Meeple-00-200x200.jpg,4.13,2.48,https://www.goldenmeeple.be/produit/grand-sac-golden-meeple/,,,,,,,,
Iello,Adrénaline,adrenaline,https://iello.shop/286-product_large/adrenaline.jpg,50.00,15.00,https://iello.shop/jeux/57-adrenaline-3760175513800.html,3,5,60,30,60,12,https://cf.geekdo-images.com/TiNI7bUCR2RPFMlvKEC9TQ__original/img/MEvPkkVu15k4DWM8CS41a-j5TL8=/0x0/filters:format(jpeg)/pic3476604.jpg,https://boardgamegeek.com/boardgame/202408/
Iello,Convoi Express,convoi-express,https://iello.shop/1067-product_large/convoi-express.jpg,38.00,20.00,https://iello.shop/jeux/171-convoi-express-3760175518690.html,2,4,45,45,45,10,https://cf.geekdo-images.com/yRliFmp8SCRMxKVR8cApJg__original/img/FFiYzKYdfS7CfgEt3aYD7IaADgk=/0x0/filters:format(jpeg)/pic6630215.jpg,https://boardgamegeek.com/boardgame/317311/
Iello,Eleven : Coupe Internationale,eleven-coupe-internationale,https://iello.shop/1649-product_large/eleven-coupe-internationale.jpg,20.00,12.00,https://iello.shop/extensions/232-eleven-coupe-internationale-3701551700346.html,1,4,120,60,120,14,https://cf.geekdo-images.com/e8ewNuj7MFIatCHD22yRRg__original/img/Tv0NFeOM4U-jnt75_LbUbYJfy_w=/0x0/filters:format(jpeg)/pic6991554.jpg,https://boardgamegeek.com/boardgame/346438/
Iello,Eleven : Événements inattendus,eleven-evenements-inattendus,https://iello.shop/1653-product_large/eleven-evenements-inattendus.jpg,20.00,12.00,https://iello.shop/extensions/233-eleven-evenements-inattendus-3701551700353.html,1,4,120,60,120,14,https://cf.geekdo-images.com/eW1ccx4C7RcOVQgHAByozQ__original/img/qcPt7hnnwkofrjxN1TzrZs3xCqM=/0x0/filters:format(jpeg)/pic6991558.jpg,https://boardgamegeek.com/boardgame/346435/
