Site,ProductName,NormalizedName,Image,Old Price,New Price,URL,MinPlayers,MaxPlayers,PlayingTime,MinPlayTime,MaxPlayTime,Age,image_url,boardgame_url
UltraJeux,Aventure Coopération - Fictions - Mémoires d'un Gangster,fictions-memoires-d-un-gangster,https://www.ultrajeux.com/images/produits/normal/29079.jpg,39.30,35.50,produit-29079-fictions-memoires-d-un-gangster-3558380123750.html,,,,,,,,
UltraJeux,Jeu de Cartes Gigamic - Hilo - Edition 2024,hilo-edition-2024,https://www.ultrajeux.com/images/produits/normal/29068.jpg,14.90,13.40,produit-29068-hilo-edition-2024-3421277806411.html,,,,,,,,
UltraJeux,Stratégie Gestion - Spirit Island : Nature incarnée,spirit-island-nature-incarnee,https://www.ultrajeux.com/images/produits/normal/29066.jpg,55.20,49.90,produit-29066-spirit-island-nature-incarnee-5425037741347.html,1,6,180,90,180,14,https://cf.geekdo-images.com/hE1lnC_WJ4TFDkmjpucUbQ__original/img/Fc4tFMGEwr2vM7HDmghA1YxM6I0=/0x0/filters:format(png)/pic8114391.png,https://boardgamegeek.com/boardgame/365137/
UltraJeux,Stratégie Gestion - Biome,biome,https://www.ultrajeux.com/images/produits/normal/29067.jpg,58.95,53.00,produit-29067-biome-5425037741606.html,1,4,90,60,90,10,https://cf.geekdo-images.com/3Z2EjY23iDYBJd2ccTIZnw__original/img/X4NLuu7iDvNYkapIF49sM_xIb98=/0x0/filters:format(png)/pic8532107.png,https://boardgamegeek.com/boardgame/382549/
UltraJeux,Jeu de Plateau Deck-building - Dune Imperium - Insurrection,dune-imperium-insurrection,https://www.ultrajeux.com/images/produits/normal/27369.jpg,65.50,58.90,produit-27369-dune-imperium-insurrection-5905965250116.html,1,6,120,60,120,13,https://cf.geekdo-images.com/UVUkjMV_Q2paVUIUP30Vvw__original/img/BoUtCkd1NRO0bR1R5EwL51xIuXA=/0x0/filters:format(jpeg)/pic7664424.jpg,https://boardgamegeek.com/boardgame/397598/
UltraJeux,Stratégie Gestion - Horizons de Spirit Island,horizons-de-spirit-island,https://www.ultrajeux.com/images/produits/normal/27845.jpg,42.90,38.60,produit-27845-horizons-de-spirit-island-5425037741330.html,1,3,120,90,120,14,https://cf.geekdo-images.com/jQ9g8pqZZuchIX_Pv3bHRQ__original/img/3bufrC3AVthPgq80bD32sLS-TDs=/0x0/filters:format(jpeg)/pic6972881.jpg,https://boardgamegeek.com/boardgame/367498/
Iello,Adrénaline,adrenaline,https://iello.shop/286-product_large/adrenaline.jpg,50.00,15.00,https://iello.shop/jeux/57-adrenaline-3760175513800.html,3,5,60,30,60,12,https://cf.geekdo-images.com/TiNI7bUCR2RPFMlvKEC9TQ__original/img/MEvPkkVu15k4DWM8CS41a-j5TL8=/0x0/filters:format(jpeg)/pic3476604.jpg,https://boardgamegeek.com/boardgame/202408/
Iello,Convoi Express,convoi-express,https://iello.shop/1067-product_large/convoi-express.jpg,38.00,20.00,https://iello.shop/jeux/171-convoi-express-3760175518690.html,2,4,45,45,45,10,https://cf.geekdo-images.com/yRliFmp8SCRMxKVR8cApJg__original/img/FFiYzKYdfS7CfgEt3aYD7IaADgk=/0x0/filters:format(jpeg)/pic6630215.jpg,https://boardgamegeek.com/boardgame/317311/
Iello,Eleven : Coupe Internationale,eleven-coupe-internationale,https://iello.shop/1649-product_large/eleven-coupe-internationale.jpg,20.00,12.00,https://iello.shop/extensions/232-eleven-coupe-internationale-3701551700346.html,1,4,120,60,120,14,https://cf.geekdo-images.com/e8ewNuj7MFIatCHD22yRRg__original/img/Tv0NFeOM4U-jnt75_LbUbYJfy_w=/0x0/filters:format(jpeg)/pic6991554.jpg,https://boardgamegeek.com/boardgame/346438/
Iello,Eleven : Événements inattendus,eleven-evenements-inattendus,https://iello.shop/1653-product_large/eleven-evenements-inattendus.jpg,20.00,12.00,https://iello.shop/extensions/233-eleven-evenements-inattendus-3701551700353.html,1,4,120,60,120,14,https://cf.geekdo-images.com/eW1ccx4C7RcOVQgHAByozQ__original/img/qcPt7hnnwkofrjxN1TzrZs3xCqM=/0x0/filters:format(jpeg)/pic6991558.jpg,https://boardgamegeek.com/boardgame/346435/
Iello,Eleven : Joueurs Internationaux,eleven-joueurs-internationaux,https://iello.shop/1657-product_large/eleven-joueurs-internationaux.jpg,20.00,12.00,https://iello.shop/extensions/234-eleven-joueurs-internationaux-3701551700360.html,1,4,120,60,120,14,https://cf.geekdo-images.com/eWmzyfsyPQbwEBpYxpdg8Q__original/img/PJBdVEdRAQ0zxi61hwZgyqpAW_8=/0x0/filters:format(jpeg)/pic6991553.jpg,https://boardgamegeek.com/boardgame/346437/
Iello,Eleven : Stade,eleven-stade,https://iello.shop/2428-product_large/eleven-stade.jpg,20.00,12.00,https://iello.shop/extensions/235-eleven-stade-3701551700377.html,1,4,120,60,120,14,https://cf.geekdo-images.com/xdhTR12V3S7MQ-iPpuLURg__original/img/ghDGVapGkJPvwYTDCb283w_hOkA=/0x0/filters:format(jpeg)/pic6991557.jpg,https://boardgamegeek.com/boardgame/346436/
Iello,Galaxy Trucker : Effets Spatiaux,galaxy-trucker-effets-spatiaux,https://iello.shop/1806-product_large/galaxy-trucker-effets-spatiaux.jpg,30.00,15.00,https://iello.shop/extensions/251-galaxy-trucker-effets-spatiaux-3701551701039.html,2,4,60,30,60,8,https://cf.geekdo-images.com/kOMKBtn47LTovsYb1WGdfQ__original/img/GI2KbCPS0Me-jQH-RjjxOHrbCwQ=/0x0/filters:format(jpeg)/pic6795800.jpg,https://boardgamegeek.com/boardgame/360232/
Iello,Imperial Settlers : Empires du Nord – Bannières Romaines,imperial-settlers-empires-du-nord-bannieres-romaines,https://iello.shop/883-product_large/imperial-settlers-empires-du-nord-bannieres-romaines.jpg,22.00,10.00,https://iello.shop/extensions/153-imperial-settlers-empires-du-nord-bannieres-romaines-3760175518027.html,1,4,90,45,90,10,https://cf.geekdo-images.com/QyBIOyB14_X9a9Ino3Mxfw__original/img/NOUK3_S0cJ3Slh1ZOLHmFXjTAH0=/0x0/filters:format(jpeg)/pic5100300.jpg,https://boardgamegeek.com/boardgame/295934/
Iello,Imperial Settlers : Empires du Nord – Hordes Barbares,imperial-settlers-empires-du-nord-hordes-barbares,https://iello.shop/1239-product_large/imperial-settlers-empires-du-nord-hordes-barbares.jpg,22.00,10.00,https://iello.shop/extensions/190-imperial-settlers-empires-du-nord-hordes-barbares-3760175519178.html,1,4,90,45,90,10,https://cf.geekdo-images.com/5gINoMyJtTquMUV8GlYZVg__original/img/3LXt1CIJI7auAdf6YjeA6GGNFP0=/0x0/filters:format(jpeg)/pic5191904.jpg,https://boardgamegeek.com/boardgame/299467/
Iello,Imperial Settlers : Empires du Nord – Îles Japonaises,imperial-settlers-empires-du-nord-iles-japonaises,https://iello.shop/556-product_large/imperial-settlers-empires-du-nord-iles-japonaises.jpg,22.00,10.00,https://iello.shop/extensions/112-imperial-settlers-empires-du-nord-iles-japonaises-3760175517396.html,,,,,,,,
Iello,Imperial Settlers : Empires du Nord – Rois d’Egypte,imperial-settlers-empires-du-nord-rois-degypte,https://iello.shop/560-product_large/imperial-settlers-empires-du-nord-rois-d-egypte.jpg,22.00,10.00,https://iello.shop/extensions/113-imperial-settlers-empires-du-nord-rois-d-egypte-3760175519338.html,1,4,90,45,90,10,https://cf.geekdo-images.com/7Dqxs8aAHvu3cUUgir-ZXA__original/img/Fk5YmM2ZVQsmgvneJAMfdaT2UfE=/0x0/filters:format(jpeg)/pic6206826.jpg,https://boardgamegeek.com/boardgame/330167/
Iello,Imperial Settlers : Roll and Write,imperial-settlers-roll-and-write,https://iello.shop/669-product_large/imperial-settlers-roll-and-write.jpg,25.00,12.00,https://iello.shop/jeux/130-imperial-settlers-roll-and-write-3760175517075.html,,,,,,,,
Iello,Kitara,kitara,https://iello.shop/606-product_large/kitara.jpg,32.00,20.00,https://iello.shop/jeux/121-kitara-3760175516818.html,2,4,40,40,40,10,https://cf.geekdo-images.com/zz0xdVm4LF627Tk7wMpaQw__original/img/QW2Rw7Dabm3bP90D2T6KVQasLq4=/0x0/filters:format(png)/pic5335779.png,https://boardgamegeek.com/boardgame/293267/
Iello,Le Film qui valait 3 Milliards,le-film-qui-valait-3-milliards,https://iello.shop/2400-product_large/le-film-qui-valait-3-milliards.jpg,24.00,12.00,https://iello.shop/jeux/189-le-film-qui-valait-3-milliards-3760175519116.html,3,10,60,45,60,14,https://cf.geekdo-images.com/nYAG2N0cvFSvbHqqpSyT3g__original/img/3UZ5DaWfRehEilc7Kl1VWaEnFXs=/0x0/filters:format(jpeg)/pic5292994.jpg,https://boardgamegeek.com/boardgame/304336/
Iello,Lost Cities : Roll & Write,lost-cities-roll-write,https://iello.shop/1707-product_large/lost-cities-roll-write.jpg,16.50,10.00,https://iello.shop/jeux/241-lost-cities-roll-write-3701551700582.html,,,,,,,,
Iello,Monolith Arena,monolith-arena,https://iello.shop/475-product_large/monolith-arena.jpg,45.00,15.00,https://iello.shop/jeux/99-monolith-arena-3760175516238.html,2,4,45,30,45,10,https://cf.geekdo-images.com/mfw6D4q2vBk13OEKmdCQZA__original/img/lJ6JHYdfQ1CoNRVWSrIXZFGd2SE=/0x0/filters:format(jpeg)/pic4305058.jpg,https://boardgamegeek.com/boardgame/238393/
Iello,Raids,raids,https://iello.shop/384-product_large/raids.jpg,35.00,17.50,https://iello.shop/jeux/81-raids-3760175515132.html,2,4,40,40,40,10,https://cf.geekdo-images.com/UVnnbauI15MEGat0nC0KZg__original/img/8LXWHK-mfh83ZJBOj48y1h_ieBs=/0x0/filters:format(png)/pic4092270.png,https://boardgamegeek.com/boardgame/234429/
Iello,Smash Up Marvel,smash-up-marvel,https://iello.shop/1130-product_large/smash-up-marvel.jpg,35.00,21.00,https://iello.shop/jeux/182-smash-up-marvel-3760175518898.html,2,4,60,30,60,12,https://cf.geekdo-images.com/cw67wuDmTUFdfn8YCF31_Q__original/img/FC6aL89z-P6lvFyCWaj1nyTwsSE=/0x0/filters:format(png)/pic5714454.png,https://boardgamegeek.com/boardgame/306697/
Iello,Tiny Turbo Cars,tiny-turbo-cars,https://iello.shop/1307-product_large/tiny-turbo-cars.jpg,32.00,20.00,https://iello.shop/jeux/195-tiny-turbo-cars-3760175519376.html,2,4,45,30,45,8,https://cf.geekdo-images.com/DViCtHnv5ceDrD93Box4fQ__original/img/qf0lWUxvS4H2MN5AlMPhSPg0K4A=/0x0/filters:format(png)/pic5955731.png,https://boardgamegeek.com/boardgame/329862/
